busca,titulo,empresa,local,publicado_ha,salario,titulo_tratado,nivel,cidade,estado,remoto,dias_publicado,faixa_dias,regiao,salario_valor,faixa_salarial
especialista em dados,Especialista em Troubleshooting,INDT - Instituto de Desenvolvimento Tecnológico,"São Paulo, São Paulo",mais de 30 dias,Não informado,especialista em troubleshooting,especialista,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,Especialista em mídia,Grupo Skala,"São Paulo, São Paulo",14 dia(s),Não informado,especialista em midia,especialista,São Paulo,SP,0.0,14,6 a 15 dias,Sudeste,,Não informado
especialista em dados,Especialista em RH,Grupo Jacto,Pompéia,12 dia(s),Não informado,especialista em rh,especialista,Pompéia,SP,0.0,12,6 a 15 dias,Sudeste,,Não informado
especialista em dados,Programa de Estágio DataOn em Data Science,DP6,"São Paulo, São Paulo",12 dia(s),Não informado,programa de estagio dataon em data science,estagio,São Paulo,SP,0.0,12,6 a 15 dias,Sudeste,,Não informado
especialista em dados,Especialista em Aquisição de Talentos,EVOLUTTO DESENVOLVIMENTO DE SOFTWARE LTDA,"Florianópolis, Santa Catarina",mais de 30 dias,Não informado,especialista em aquisicao de talentos,especialista,Florianópolis,SC,0.0,31,mais de 30 dias,Sul,,Não informado
especialista em dados,Pessoa Estagiária em Licitações - Sustentabilidade,WayCarbon,"Belo Horizonte, Minas Gerais",20 dia(s),Não informado,pessoa estagiaria em licitacoes - sustentabilidade,não informado,Belo Horizonte,MG,0.0,20,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Especialista II FP&A - Venda Direta,Grupo Boticário,,5 dia(s),Não informado,especialista ii fp&a - venda direta,especialista,,,0.0,5,1 a 5 dias,Desconhecido,,Não informado
especialista em dados,Especialista de Dados,PATRUS TRANSPORTES,Contagem,mais de 30 dias,Não informado,especialista de dados,especialista,Contagem,MG,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,Especialista de Produto Jr.,LUZA Group,Betim,24h,Não informado,especialista de produto jr.,junior,Betim,MG,0.0,1,1 a 5 dias,Sudeste,,Não informado
especialista em dados,"Engenheiro de Dados Especialista, Crédito PF (Remoto)",PicPay,"São Paulo, São Paulo",6 dia(s),Não informado,"engenheiro de dados especialista, credito pf (remoto)",especialista,São Paulo,SP,0.0,6,6 a 15 dias,Sudeste,,Não informado
especialista em dados,ESPECIALISTA DE PRIVACIDADE DE DADOS,Pluxee,"São Paulo, São Paulo",11 dia(s),Não informado,especialista de privacidade de dados,especialista,São Paulo,SP,0.0,11,6 a 15 dias,Sudeste,,Não informado
especialista em dados,Especialista em Engenharia de Dados,Cielo,Barueri,24 dia(s),Não informado,especialista em engenharia de dados,especialista,Barueri,SP,0.0,24,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Especialista em Backup – Pleno,2Com Consulting,,mais de 30 dias,Não informado,especialista em backup  pleno,pleno,,,0.0,31,mais de 30 dias,Desconhecido,,Não informado
especialista em dados,Especialista em Processos e Dados (Finance),Louis Dreyfus Company,"São Paulo, São Paulo",mais de 30 dias,Não informado,especialista em processos e dados (finance),especialista,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,ESPECIALISTA EM EXPERIENCIA CLIENTES II,MAPFRE,Brasil,7 dia(s),Não informado,especialista em experiencia clientes ii,especialista,Brasil,,0.0,7,6 a 15 dias,Desconhecido,,Não informado
especialista em dados,Especialista em Gestão de Acessos e Identidades,EY,"São Paulo, São Paulo",mais de 30 dias,Não informado,especialista em gestao de acessos e identidades,especialista,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,PESSOA ESPECIALISTA - PLANNING ANALITYCS TM1,EMBRACON ADMINISTRADORA DE CONSÓRCIO,Santana de Parnaíba,mais de 30 dias,Não informado,pessoa especialista - planning analitycs tm1,pleno,Santana de Parnaíba,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,Especialista em Eficiência Operacional II,Arklok Tecnologia,Barueri,4 dia(s),Não informado,especialista em eficiencia operacional ii,especialista,Barueri,SP,0.0,4,1 a 5 dias,Sudeste,,Não informado
especialista em dados,Especialista pedagogico - efaf,Netvagas,,3 dia(s),Não informado,especialista pedagogico - efaf,especialista,,,0.0,3,1 a 5 dias,Desconhecido,,Não informado
especialista em dados,Especialista em Estratégia e Planejamento de Campanhas (Híbrido),Grupo Permaneo,"São Paulo, São Paulo",mais de 30 dias,Não informado,especialista em estrategia e planejamento de campanhas (hibrido),pleno,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,Analista de Dados Júnior,Credits Brasil Gestão e Inteligência de Dados,"São Paulo, São Paulo",mais de 30 dias,Não informado,analista de dados junior,junior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,Pessoa Estagiária de Análise de dados,Vem #SerHype,Curitiba,24h,Não informado,pessoa estagiaria de analise de dados,não informado,Curitiba,PR,0.0,1,1 a 5 dias,Sul,,Não informado
especialista em dados,ALM - Especialista em Geologia,AURA MINERALS,"Almas, Tocantins",mais de 30 dias,Não informado,alm - especialista em geologia,especialista,Almas,TO,0.0,31,mais de 30 dias,Norte,,Não informado
especialista em dados,Especialista em dados,Netvagas,"Eusébio, Ceará",9 dia(s),Não informado,especialista em dados,especialista,Eusébio,CE,0.0,9,6 a 15 dias,Nordeste,,Não informado
especialista em dados,Especialista II de Marketing Regional,Grupo Boticário,Trabalho remoto,4 dia(s),Não informado,especialista ii de marketing regional,especialista,,,1.0,4,1 a 5 dias,Desconhecido,,Não informado
especialista em dados,Especialista de Comunicação (foco em jornalismo),ASSOCIACAO DE SUPERMERCADOS DO ESTADO DO RIO DE JANEIRO,"Rio de Janeiro, Rio de Janeiro",18 dia(s),Não informado,especialista de comunicacao (foco em jornalismo),especialista,Rio de Janeiro,RJ,0.0,18,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Especialista em Tecnologia,DROGARIA ARAUJO,Contagem,2 dia(s),Não informado,especialista em tecnologia,especialista,Contagem,MG,0.0,2,1 a 5 dias,Sudeste,,Não informado
especialista em dados,Especialista Ciência Dados Junior,Corporativo Grupo Casas Bahia,"São Paulo, São Paulo",mais de 30 dias,Não informado,especialista ciencia dados junior,junior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,Especialista Planejamento Palmas TO,Grupo Afonso França,"Palmas, Tocantins",5 dia(s),Não informado,especialista planejamento palmas to,pleno,Palmas,TO,0.0,5,1 a 5 dias,Norte,,Não informado
especialista em dados,Especialista em Desenvolvimento de Software I,Serasa Experian,"São Paulo, São Paulo",4 dia(s),Não informado,especialista em desenvolvimento de software i,especialista,São Paulo,SP,0.0,4,1 a 5 dias,Sudeste,,Não informado
especialista em dados,Especialista em Cibersegurança,Roberta Lage Consultoria de RH,Betim,7 dia(s),Não informado,especialista em ciberseguranca,especialista,Betim,MG,0.0,7,6 a 15 dias,Sudeste,,Não informado
especialista em dados,ESPECIALISTA BI,Smart Capital do Brasil SA,Goiânia,4 dia(s),Não informado,especialista bi,especialista,Goiânia,GO,0.0,4,1 a 5 dias,Centro-Oeste,,Não informado
especialista em dados,Especialista em Fabricação Papel (Packaging) | Engenharia Processo - Ortigueira/PR,Solenis,Trabalho remoto,18 dia(s),Não informado,especialista em fabricacao papel (packaging) | engenharia processo - ortigueira/pr,especialista,,,1.0,18,16 a 30 dias,Desconhecido,,Não informado
especialista em dados,Especialista Java,Solutis,Trabalho remoto,mais de 30 dias,Não informado,especialista java,especialista,,,1.0,31,mais de 30 dias,Desconhecido,,Não informado
especialista em dados,Gestor (a) de Tráfego - VAGA REMOTA (PJ),Contratação Acelerada,Trabalho remoto,28 dia(s),Não informado,gestor (a) de trafego - vaga remota (pj),não informado,,,1.0,28,16 a 30 dias,Desconhecido,,Não informado
especialista em dados,Cientista de Dados Especialista,iFood,Osasco,mais de 30 dias,Não informado,cientista de dados especialista,especialista,Osasco,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,Especialista em People Analytics I,frete.com,"São Paulo, São Paulo",mais de 30 dias,Não informado,especialista em people analytics i,pleno,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,Assistente Administrativo em Gerenciamento de Leitos - HSM Itaquera - Externo,Santa Marcelina Saúde,"São Paulo, São Paulo",19 dia(s),Não informado,assistente administrativo em gerenciamento de leitos - hsm itaquera - externo,não informado,São Paulo,SP,0.0,19,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Especialista em Compras,Skyone,"São Paulo, São Paulo",25 dia(s),Não informado,especialista em compras,especialista,São Paulo,SP,0.0,25,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Pessoa Especialista de Produtos - Fraud Prevention,Neoway,Trabalho remoto,mais de 30 dias,Não informado,pessoa especialista de produtos - fraud prevention,especialista,,,1.0,31,mais de 30 dias,Desconhecido,,Não informado
especialista em dados,4334/4335 - DESENVOLVEDOR I,Betha,Trabalho remoto,3 dia(s),Não informado,4334/4335 - desenvolvedor i,não informado,,,1.0,3,1 a 5 dias,Desconhecido,,Não informado
especialista em dados,Especialista em Folha de Pagamento SAP/ABAP,Deliver IT,Trabalho remoto,13 dia(s),Não informado,especialista em folha de pagamento sap/abap,especialista,,,1.0,13,6 a 15 dias,Desconhecido,,Não informado
especialista em dados,Especialista em Relacionamento Educacional IColégio Franco,Colégio Franco,"Rio de Janeiro, Rio de Janeiro",20 dia(s),Não informado,especialista em relacionamento educacional icolegio franco,especialista,Rio de Janeiro,RJ,0.0,20,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Especialista de Performance e Dados,LEROY MERLIN BR,"São Paulo, São Paulo",11 dia(s),Não informado,especialista de performance e dados,especialista,São Paulo,SP,0.0,11,6 a 15 dias,Sudeste,,Não informado
especialista em dados,Especialista de Remuneração,Faculdade São Leopoldo Mandic,"Campinas, São Paulo",13 dia(s),Não informado,especialista de remuneracao,especialista,Campinas,SP,0.0,13,6 a 15 dias,Sudeste,,Não informado
especialista em dados,Especialista de Conteúdo Educacional,iFood,Osasco,18 dia(s),Não informado,especialista de conteudo educacional,especialista,Osasco,SP,0.0,18,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Especialista de Software (Front End),PagBank,"São Paulo, São Paulo",10 dia(s),Não informado,especialista de software (front end),especialista,São Paulo,SP,0.0,10,6 a 15 dias,Sudeste,,Não informado
especialista em dados,Especialista em Relações Públicas - Vaga Afirmativa também para o Público PCD - 92732,MANPOWER STAFFING. (Matriz),"São Paulo, São Paulo",mais de 30 dias,Não informado,especialista em relacoes publicas - vaga afirmativa tambem para o publico pcd - 92732,especialista,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,Especialista em Ciência de Dados,Cielo,Barueri,mais de 30 dias,Não informado,especialista em ciencia de dados,especialista,Barueri,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
especialista em dados,ESPECIALISTA CONTEUDO - MATEMATICA,Bernoulli Educação,Trabalho remoto,mais de 30 dias,Não informado,especialista conteudo - matematica,especialista,,,1.0,31,mais de 30 dias,Desconhecido,,Não informado
especialista em dados,Analista de Dados (Martech),WEBJUMP,Trabalho remoto,11 dia(s),Não informado,analista de dados (martech),não informado,,,1.0,11,6 a 15 dias,Desconhecido,,Não informado
especialista em dados,Pessoa Arquiteta de Software Node.js e React.js Especialista,AMcom,Trabalho remoto,4 dia(s),Não informado,pessoa arquiteta de software node.js e react.js especialista,especialista,,,1.0,4,1 a 5 dias,Desconhecido,,Não informado
especialista em dados,Especialista em Gestão Storage Disco e Proteção de Dados Mainframe,Cielo,Barueri,25 dia(s),Não informado,especialista em gestao storage disco e protecao de dados mainframe,especialista,Barueri,SP,0.0,25,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Especialista de Ciência de Dados em Melhoria de Performance,Cielo,Barueri,16 dia(s),Não informado,especialista de ciencia de dados em melhoria de performance,especialista,Barueri,SP,0.0,16,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Especialista em Relações Sindicais,Kimberly-Clark,"São Paulo, São Paulo",24 dia(s),Não informado,especialista em relacoes sindicais,especialista,São Paulo,SP,0.0,24,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Especialista de CRM,Clicksign,Trabalho remoto,13 dia(s),Não informado,especialista de crm,especialista,,,1.0,13,6 a 15 dias,Desconhecido,,Não informado
especialista em dados,Especialista em Retenção (Grupo Educacional) - Unidade Santana,Atento Brasil,"São Paulo, São Paulo",18 dia(s),Não informado,especialista em retencao (grupo educacional) - unidade santana,especialista,São Paulo,SP,0.0,18,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Especialista em BIM,M&P CONSTRUTORA E INCORPORADORA LTDA,"São Gonçalo, Rio de Janeiro",27 dia(s),Não informado,especialista em bim,especialista,São Gonçalo,RJ,0.0,27,16 a 30 dias,Sudeste,,Não informado
especialista em dados,Especialista em Segurança da Informação (Gestão de Ativos),Magazine Luiza,Trabalho remoto,mais de 30 dias,Não informado,especialista em seguranca da informacao (gestao de ativos),especialista,,,1.0,31,mais de 30 dias,Desconhecido,,Não informado
